title,artist,lyrics,listens,hotness,genres,genius ID,spotify ID
Roadkill,Pulp,"

The feel of my arm around your waist, the pale blue nightdress that you wore
Your hair in braids, your sailor top: the things I don't see anymore
You lost your suitcase in my hotel room, a subway token from your Ma
The sun reflecting off the water on your face & the way you drove your car
All these things I can't forget tho' I don't see you anymore

Drove to the airport thru' a traffic jam; a deer lay dying in the road
Maybe I should have seen it as some kind of sign, except I don't believe in them no more
No, no - but I believe these things I can't forget, tho' I don't see you anymore
Yes, I believe these things I can't forget, 'cos I see them - tho' I don't see you anymore

",153139,5,['Pop Genius'],1227978,3ODpq4odaaCwd5WhmRrsAI
Kies,Cashmo,"

[Hook: Cashmo]
Beef, nur für Kies
Disstracks dann, wenn du released
So handeln keine Gs
R-A-P, Dicker - Rapper aus Prinzip
Beef, nur für Kies
Disstracks dann, wenn du released
So handeln keine Gs
R-A-P, Dicker - Rapper aus Prinzip

[Part 1: 9Mili]
Was für böser Bube? Bruder ey, das Gegenteil!
Ein wirklich lieber Bruder, außer ich hab' Knete bei
Lass ma' saufen, lass ma' koksen, lass ma' Fotzen klären
Wat für Belvedere - Alter, Belve-wer?
Will den Jacky on the Rockz, Digger, jetzt sofort!
Der Blunt brennt - Paper boy, Haze an Bord
Ab nach Venlo, A40 - unser bester Freund
Beste Preise, bestes Zeug, Bruder - Paper voll (Gs!)
5 Grammys wie Kendrick Lamar
In meinem packet, aber nix mehr von da
Denn ich rupfe Brüder, pushen ab ins Bulldog(?)
Fick die Bullen dort, Kofferraum ist full dog
Moonwalk, Alter, rückwärts, gib ein Stück her
Von der fetten Knolle, Mili-Mili - Glückskerl
Ich will reich sein, ich will high sein
Vierter Stock, Duisburg-Ost, Bruder - Skyline

[Part 2:  TSKY]
Bretter Parts für die Brasis mit Schraubenzieher
Hast nix zu verlieren außer dein'n Haufen Lila
Jeder riskiert für die ganz neuen Sneaker:
LSA, Oakland Raiders oder FILA
Transfere wie bei Fifa ganz deutschlandweit
Der Unterschied: Es passiert in echt und nicht online
Kein Türsteher, doch du kommst hier nicht rein
Mit deinem kleinen Scheiß wirst du leider nie reich
Vogelfrei, wie ich jeden Tag mein Haze spliffe
Runden im SEC-Sitz, im finanzierten Jay Schlitten
Skinny Jeans tragende Rapper werden mit Transen verglichen
'n Check auf die Komissionsliste
Zu viele Einträge drinne
Noch ein Jäger, gib ihm!
Regelmäßig auf kiff-kiff
Mach' Mäuse mit dem Hasen - ist es falsch oder richtig?

[Hook: Cashmo]
Beef, nur für Kies
Disstracks dann, wenn du released
So handeln keine Gs
R-A-P, Dicker - Rapper aus Prinzip
Beef, nur für Kies
Disstracks dann, wenn du released
So handeln keine Gs
R-A-P, Dicker - Rapper aus Prinzip

[Bridge: Cashmo]
So handeln keine Gs
So handeln keine Gee-e-e-ee-ees
So handeln keine Gs
So handeln keine Gee-e-e-ee-ees

[Part 3: Yilmaz52]
Ey, der Foxius, Hazeticker
5-2, baller Schrott in dein Face, Dicker
Uppercut, links, rechts und du frisst Bretter
Arschtritt für die Fake-Rapper
Sitze im AMG, fahr' besser
Klappmesser so wie Abstecher
Du bist Müll so wie Pappbecher
Du willst Beef? Ich sag, lass besser
Breit gebaut so wie Knastbrecher
Hoodboys - bin ein waschechter, yeah
Ich weiß bescheid wie der Block tickt
Bruder, kommt mit, ich zeig' dir wo es Stoff gibt
Fick die Cops, Bitch - Wir sind Banditen
Mit dem Schwarzgeld zahlen wir die Mieten
Keine Krisen, was für minus?
Das Drogengeld wird gesteckt in den Spielos
Jetzt halt' ich Mikro und fick' das deutsche Rapbuis'
Bruder, Rapper aus Prinzip ist was echtes

[Part 4: Cashmo]
C-A-MO Ära, Lage schwerer
Fick die Schule und schlag Lehrer
Frische Ware fickt den Markt derer, die uns haten für die Grasdreher
Der am Park, pro Tag Zehner
Ne, mach mir nicht auf hart, Fehler
Mich zu fronten, Gang ist da, Schläger
Komm im AMG mit Schwarzleder
Wumme scharf in dein Arsch, Treter
Über Grenzen nur ein paar Meter
NRW-Ticker - Harzpaper
Deine Freunde - alle Hartzraver
Meine Mucke Anti-Staat Flavour
So zu leben bringt den Sarg näher
Wo die Bullen, die dein Arsch tasern
Doch Imperium ist da - Caesar
Nur in Jogginghose, trag' Trainer
Morgen live in Arenas, check
Meine Welt bleibt die Gosse
S-D for life, doch das Leben ist 'ne Fotze

[Hook: Cashmo]
Beef, nur für Kies
Disstracks dann, wenn du released
So handeln keine Gs
R-A-P, Dicker - Rapper aus Prinzip
Beef, nur für Kies
Disstracks dann, wenn du released
So handeln keine Gs
R-A-P, Dicker - Rapper aus Prinzip



",179574,17,"['Deutscher Rap', 'Deutschland', 'Rap Genius']",3014410,0COW0N3JHWT7jgpk9Z98EO
Wrench,Apparatus,"

You want but got nothing to give
You need a new life to live
Now sell anything you can
To supply the demand

Can I classify the reason why
The weak man follow, the strong provide?
But if you modify what you feel inside
The weak man hoping, the stupid wise

It's not hard, but a fact in face
You've got to pay to run in the race
Now I've got your back up
Salvation for a fee
Passing point of no return
It never came free

Can I classify the reason why
The weak man follow, the strong provide?
But if you modify what you feel inside
The weak man hoping, the stupid wise

I've got your back up against the wall...

",0,0,['Pop Genius'],1526479,5yLre2kgQDrQglxO05dqyA
Auf der Fahrt,Puhdys,"

Kaltes Weltenall
Leerer Felsenhall
Wo's keine Menschen gibt
Oh Gespensterstadt
Marmor viel zu glatt
Wo's keine Menschen gibt

Aber wir sind hier
Und wir bleiben hier
Weils' hier noch Menschen gibt

Wir sind auf der Fahrt
Nach einer neuen Art
Wir sind auf der Fahrt
Nach Menschenland

Kein Utopia und kein nimmerda
Die Kinder sehn es schon

",1900,1,"['Deutschland', 'Pop Genius']",1328963,3GaskNFC1YIpfhEjLtTL7W
"I Don't Know How to Love Him - From ""Jesus Christ Superstar""",Elaine Paige,"

I Don't Know How To Love Him

I don't know how to love him
What to do how to move him
I've been changed yes really changed
In these past few days
When I've seen myself
I seem like someone else

I don't know how to take this
I don't see why he moves me
He's a man
He's just a man
And I've had so many men before
In very many ways, he's just one more

Should I bring him down?
Should I scream and shout?
Should I speak of love
Let my feelings out?
I never thought it would come to this
What's it all about?

Don't you think it's rather funny
I should be in this position?
I'm the one who's always been
So calm so cool no lovers fool
Running every show
He scares me so

Yet if he said he loved me
I'd be lost I'd be frightened
I couldn't cope just couldn't cope
I'd turn my head
I'd back away
I wouldn't want to know
He scares me so
I want him so
I love him so

",86079,18,['Pop Genius'],994096,03uuopmxxuiiFIPscb0O5f
Strangers,Yours Truly,"

[Verse 1]
I feel the fire burning out
It's not worth saving
You've held me back, tied me down
Now I'm suffocating
I handed you a loaded gun
Dare you to take a shot
And after all that's said and done
Should’ve picked a fight you could’ve won

[Pre-Chorus]
Didn't take much to get you on your knees
But you're never gonna get the best of me
I know what I want and it's everything you're not

[Chorus]
I know they call me crazy, cause I'm not changing
It's people like you, driving me insane
You're not sorry, that I'm not sorry
Sorry that you lost me
Now we're just strangers
(Now we're just strangers)

[Verse 2]
Close my eyes, I'm stepping out
A risk worth taking
You never mind, can't hold me down
Are you sick of faking?
They handed you a loaded gun
One chance to take a shot
But now we're done

[Chorus]
I know they call me crazy, cause I'm not changing
It's people like you, driving me insane
You're not sorry, that I'm not sorry
Sorry that you lost me
Now we're just strangers
(Now we're just strangers)

[Bridge]
It's too late for apologies
But you won't get my sympathy
(You won't get the best of me)
Woah, Woah, Woah

[Chorus]
I know, they call me crazy cause I'm not changing
It's people like you, driving me insane
You're not sorry, that I'm not sorry
Sorry that you lost me
Now we're just

They call me crazy, cause I'm not changing
It's people like you, driving me insane
You're not sorry, that I'm not sorry
Sorry that you lost me
Now we're just strangers
(Now we're just strangers)

",435420,34,"['Pop-Rock', 'Rock Genius']",3797654,4atlw9rFMpocxULrJvNs4F
Back To You,Zatox,"

I hide away
In these sounds I get lost
Need to find my way
Through the pain and remorse
Back to brighter days
Keeping my finger crossed
And I hope that I can make it
Hope that I can make it back to you [2x]
Back to brighter days
I hide away
In these sounds I get lost
Need to find my way
Through the pain and remorse
Back to brighter days
Keeping my finger crossed
And I hope that I can make it
Hope that I can make it back to you [3x]

",598421,25,"['Hard Bass', 'Italy', 'Pop Genius']",1858290,4VthV5JjqGxMsl1FbnYOX9
Lega,The Adams,"

[Verse 1]
Segenap cemas
Tinggallah kenangan
Lihat diriku
Pribadi yang baru

[Chorus]
Sekarang waktuku
Menyulap tanda tanya

[Verse 2]
Sapalah aku
Si gembira hati
Tak takut lagi
Tenang-tenang saja

[Chorus]
Problema yang lama
Tak lagi menggangguku

[Instrumental]

[Verse 3]
Sehat ragaku
Sehatlah pikiran
Segar rasanya
Hirup kebebasan

[Chorus]
Problema yang lama
Tak lagi menggangguku
Dan lepas bebanku
Kini aku pun lega

",88476,23,['Rock Genius'],3688055,0K0Pgnc59HOUXAkFFFvukO
Freaky Be Beautiful,Moist,"

I'm walking this railings edge
Just to feel this good
And freaky be beautiful
You came following me like i knew you would
It tickled my fancy
Tickled my sense of fun
You claw like a rack on my back
Ever thickening
Its just begun

Freaky be beautiful he falls
And his blood it sprays so cold
On my face
He feels so cold

My crallow bird waiting shallow breathed shrapnel lung
I'm pressing the beak to my cheek
And it's thickening
Kick off turns the sun

Freaky be beautiful he falls
And his blood it sprays so cold
On my fave
He feels so cold
Freaky be beautiful
Oh no oh no
Freaky be beautiful
Freaky be beautiful he falls
And his blood it sprays so cold
On my face
He feels so cold
So i rot down inside
For the loss and i will not deny i'm winding
Dig it out
Freaky be

",35622,7,['Pop Genius'],1047929,6Xcm7kmnctDzNpz2bg7Wwr
Salvation,Langhorne Slim,"

Ive been looking for Salvation Ive been serching low and high
Im tired of being patient all this waitins been a waste of time
Its no wonder how we got here in many ways I wrote this script by loading all our treasures into the belly of a sinking ship I tried to hold you but
My hands were cold I meant to catch you but I moved to slow I hate to leave you but its time to go
Well our love has left us tired this love has beat us black and blue its the child thats still in me That wants even though were through I want to hold you by my hands are cold I meant to catch you but I moved to slow I need to leave but I know its time to go
Ive been looking for Salvation Ive been searching low and high
I forgot that it was waitin in your smile in your eyes
Down the hills and through winding roads you hold my mind and I've lost control I never meant to fully disappear now that your gone it has become clear I hope to see you before hell gets cold I'm scared to leave but I know its time to go

",1697797,31,['Pop Genius'],2215703,20vDmIUyoV1JFchy63DnOz
Today,Stroke 9,"

[Verse 1]
There's a place where I've been
It's a place I want to go to once in a while
It takes me back to a day
And lets me feel just like a child

[Chorus]
I'm not talking 'bout tomorrow
And I'm not talking 'bout yesterday
I'm not talking about sorrow
I'm just talking 'bout today

[Verse 2]
There are things that I like
There are things that I love to hate
But as more days grow to nights
Some things just cannot wait

[Chorus]
I'm not talking 'bout tomorrow
And I'm not talking 'bout yesterday
I'm not talking about sorrow
I'm just talking 'bout today
Today, talking 'bout today
Today

[Outro]
Can innocence return to stay
In a sense, I want to be that way
I'm not talking 'bout tomorrow
And I'm not talking 'bout yesterday
I'm not talking about sorrow
I'm just talking 'bout today
Today, talking 'bout today
Today

",1063,1,['Rock Genius'],3871175,7eI4obDPKeJEP9hdEMJYRf
Since I Fell For You,Johnny Mathis,"

When you just give love and never get love
You'd better let love depart
I know it's so and yet I know
I can't get you out of my heart

You made me leave my happy home
You took my love and now you've gone
Since I fell for you

Oh, love brings such misery and pain
I know I'll never be the same
Since I fell for you

Well, it's too bad and it's too sad
But I'm in love with you
First you love me then you snub me
But what can I do? I'm still in love with you

I guess I'll never see the light
I get the blues most every night
Since I fell for you, since I fell for you

",11653,4,['Pop Genius'],1296040,4Fds5Cxf03rYFNxqpvwPqz
1230 (feat. French Montana),Waka Flocka Flame,"

[Intro: Waka Flocka Flame]
Brick Squad Monopoly, that's my company
Bitch, I'm buying all the property in Clayco
Niggas' mommas working for Waka Flocka
Niggas' daddies working for Waka Flocka
Snakes in the grass
I cut it
Shit, he might be a cop
Is he wired?

[Hook: Waka Flocka Flame]
I open my eyes, I don't trust these niggas
I swear to God they 12
I open my eyes, I don't trust these niggas
I swear to God they 12
They got wires in they belts, they got wires in they hats
They got wires in they shirts, man I swear to God they 12
I don't trust these niggas
I can't trust ya'll niggas
Man, y'all talking like bitches

[Verse 1: Waka Flocka Flame]
Pillow talking to the strippers
Man, y'all talking like bitches
Pillow talking to these freaks
Got my ears to the street in a heartbeat
This a Southside beat, so they feeling that
Hundred round clip, bet you feel all that
Eat that nigga
Take that nigga
Brick Squad Monopoly, that's my company
Bitch, I'm buying all the property in Clayco
Niggas' mommas working for Waka Flocka
Niggas' daddies working for Waka Flocka
Red dope man's, 505 Levis
Chinese eyes, been thugging since knee high
You need about three guys
All ya'll fake, I swear to God ya'll three lies
And ya'll live about three lives
I can see it in your eyes, real nigga disguise
I despise you bastards
Can't wait to see your caskets

[Hook: Waka Flocka Flame]

[Verse 2: YG Hootie]
They call me YG, I'mma need about three wives
Shut your hood down, you can't even reply
Call that a direct message
Do you follow me? These snitches got me restless
No necklace, just pants, ho
I'm a real nigga, can't play me like no banjo
Twenty bands, just dance, ho
Flocka with me, no hands, ho
And you know me I'm from 142
Love to rock red, other niggas rock blue
Twenty on my wrist, thirty in my Trues
Two line nigga in a two door coupe
Niggas be snitching, hands out too
Blast your ass, that's what I gotta do
Like Christmas, shots to a bitch nigga's kidneys

[Hook]

",33971,10,['Rap Genius'],108115,5GWxfxji7isxRXqDFNB7gT
